score,run,niche,niche_source,niche_confidence,company,domain,segment,revenue_eur,employees,y_tunnus,google_ads,conv_tracking,meta_pixel,quality_issues,issue_flags,platform,email,phone,city
30,resultsd,hvac,keywords,0.65,Ilmalämpöpumppu Pori ja Satakunta - Teljän Energia- ja Kiint,teljanet.fi,C_ads_ok_site,,,,True,True,False,0,,wordpress,,,
30,resultsd,cleaning,keywords,0.5,Siivouspalvelu Teho+ - Siivouspalvelu Turku,tehoplus.fi,C_ads_ok_site,,,,True,True,False,0,,wordpress,,,
30,resultsd,,none,0.0,Etusivu | vapaa-aika.com,vapaa-aika.com,C_ads_ok_site,,,,True,True,False,0,,,,,
30,resultsd,plumbing,keywords,0.5,Vaaratek LVI-suunnittelupalvelut,vaaratek.fi,C_ads_ok_site,,,,True,True,False,0,,,,,
30,resultsd,,none,0.0,Veneveistamo-veneva,veneva.fi,C_ads_ok_site,,,,True,True,False,0,,,,,
30,resultsd,,none,0.0,Energiasuunnittelun ja elinkaariajattelun edelläkävijä | Ves,vesitaito.fi,C_ads_ok_site,,,,True,True,False,0,,wordpress,,,
24,resultsd,,none,0.0,Akku-Teho Marine Oy - Kaikkea veneilyyn,akkuteho.fi,A_ads_weak_site,,,,False,False,True,2,"no_h1,slow_response",,,,
24,resultsd,cleaning,keywords,0.5,Siivouspalveluita Vantaan lähialueilla - Sii­vous­pal­ve­lut,siivouspalvelutloytty.fi,A_ads_weak_site,,,,False,False,True,2,"stale_copyright,slow_response",wordpress,,,
24,resultsd,,none,0.0,Laatu alkaa suunnittelusta │ WB-Sails,wb-sails.fi,A_ads_weak_site,,,,False,False,True,2,"no_h1,stale_copyright",wordpress,,,
18,resultsd,,none,0.0,Lahden Isännöitsijätoimisto Oy - Asumisen asialla – Lahti,lit.fi,C_ads_ok_site,,,,False,False,True,1,slow_response,wordpress,,,
18,resultsd,accounting,keywords,0.5,"TaloKompassi Oy - Isännöintiä Helsingissä, Espoossa ja Vanta",talokompassi.fi,C_ads_ok_site,,,,False,False,True,1,slow_response,squarespace,,,
18,resultsd,cleaning,keywords,0.5,"Siivous, muuttosiivous, ylläpitosiivous | Tampere | Siivousy",siivousystavat.fi,C_ads_ok_site,,,,False,False,True,1,slow_response,,,,
