domain,segment,aspakone_segment,niche,niche_source,niche_confidence,ecom_platforms,payment_providers,is_webshop,chat_vendors,google_ads,google_conv_tracking,aw_ids,meta_pixel,meta_pixel_ids,bing_uet,linkedin,quality_issues,favicon_missing,no_meta_description,no_viewport,stale_copyright,slow_response,platform,response_ms,title,company,error
lvitsto-karlsson.fi,B_ads_no_conv_tracking,S3_chat_switcher,plumbing,keywords,0.5,,,False,leadoo,True,False,,False,,False,False,0,False,False,False,False,False,wordpress,1023,"LVI-insinööritoimisto Karlsson, Karves &amp; Co Oy",Insinööritoimisto Karlsson Karves & Co Oy LVIS,
adaisannointi.fi,B_ads_no_conv_tracking,S2_advertiser,restaurant,keywords,0.5,woocommerce,,False,,True,False,,False,,False,False,0,False,False,False,False,False,wordpress,1530,ADA Isännöinti - Etusivu,ADA Housing Oy,
tikoisannointi.fi,B_ads_no_conv_tracking,S2_advertiser,,none,0.0,,,False,,True,False,,False,,False,False,0,False,False,False,False,False,squarespace,2054,TiKo Isännöinti,TiKo Isännöinti Oy,
tammentalot.fi,B_ads_no_conv_tracking,S2_advertiser,accounting,keywords,0.5,,,False,,True,False,,False,,False,False,0,False,False,False,False,False,wordpress,1811,Isännöinti Lahti | Vastuullinen isännöitsijä | Tammentalot,Isännöintikeskus Tammen Oy,
mkone.fi,A_ads_weak_site,S1_webshop,,none,0.0,vilkas_epages,klarna,True,,True,True,AW-17896678229,False,,False,False,2,False,False,False,False,True,,4304,M-Kone - Perämoottorin varaosat,M-Kone,
puhdina.fi,B_ads_no_conv_tracking,S2_advertiser,cleaning,keywords,0.5,,,False,,True,False,,False,,False,False,0,False,False,False,False,False,webflow,769,Välittävää siivouspalvelua Jyväskylässä | Puhdina,Puhdina,
atlasenergia.fi,B_ads_no_conv_tracking,S2_advertiser,hvac,keywords,0.5,vilkas_epages,,False,,True,False,,False,,False,False,0,False,False,False,False,False,elementor,1978,Suunnittelupalvelut lämpöpumppuratkaisuihin | Atlas Energia,Atlas Energia Oy,
boatslice.fi,C_ads_ok_site,S2_advertiser,,none,0.0,,,False,,True,True,11474736861 15430762 15430770 15430778 15430786 15430794 15430802 15430810,True,,False,False,1,False,False,False,False,True,,3795,Veneen yhteisomistus ammattimaisesti - Boatslice,Boatslice Oy,
asuntopehtoori.fi,C_ads_ok_site,S2_advertiser,real_estate,schema_org,0.95,,,False,,True,True,AW-799484931,False,,False,False,1,False,False,False,False,True,wordpress,5520,"Vuokravälitys, hallinnointi &amp; isännöinti | Asuntopehtoori",Asuntopehtoori Isännöinti Oy,
tilaasiivous.com,C_ads_ok_site,S1_webshop,cleaning,keywords,0.5,woocommerce,,True,,True,True,AW-16619698860,False,,False,False,1,False,False,False,False,False,wordpress,1195,Tilaasiivous.com &#8211; Tilaasiivous.com,TilaaSiivous,
kotova.fi,B_ads_no_conv_tracking,S2_advertiser,cleaning,keywords,0.5,,,False,,True,False,,False,,False,False,1,False,False,False,False,True,wordpress,2921,Siivous - Onnellisempaa arkea puhtaassa kodissa - Kotova,Kotova Oy,
tasotalo.fi,B_ads_no_conv_tracking,S1_webshop,,none,0.0,woocommerce,,True,,True,False,,False,,False,False,1,False,False,False,False,True,wordpress,3344,Parempaa isännöintiä - Tasotalo isännöinti,Tasotalo Oy,
torttilaoy.fi,B_ads_no_conv_tracking,S2_advertiser,,none,0.0,vilkas_epages,,False,,True,False,,False,,False,False,1,False,False,False,False,True,,4644,Maanrakennus- ja kaivinkonepalvelut luotettavasti ja ammattitaitoisesti | Torttila Oy | Riihimäki,Torttila Oy,
kotiapusi.fi,B_ads_no_conv_tracking,S2_advertiser,cleaning,keywords,0.5,,,False,,True,False,,False,,False,False,0,False,False,False,False,False,webflow,2185,Siivous- ja kotiapupalvelut | Kotiapusi Oy,Kotiapusi Oy,
hygisafe.fi,B_ads_no_conv_tracking,S1_webshop,cleaning,keywords,0.5,woocommerce,,True,,True,False,,False,,False,False,1,False,False,False,False,True,wordpress,4115,Thermostar kuivahöyrypesurit ekologiseen siivoukseen!,HygiSafe,
soutu.fi,B_ads_no_conv_tracking,S2_advertiser,,none,0.0,vilkas_epages,,False,,True,False,,False,,False,False,1,False,False,False,False,True,,2696,Kotimaiset veneilytarvikkeet soutamiseen | Soutu Finland Oy,Soutu Finland Oy,
trioisannointi.fi,B_ads_no_conv_tracking,S3_chat_switcher,accounting,keywords,0.5,woocommerce,,True,tawk,True,False,,False,,False,False,1,False,False,False,False,True,wordpress,5418,Selkeää ja tavoitettavaa isännöintiä - Trio Isännöinti,Trio Isännöinti Oy,
diakon.fi,B_ads_no_conv_tracking,S1_webshop,cleaning,keywords,0.5,woocommerce,,True,,True,False,,False,,False,False,1,False,False,False,False,True,wordpress,4063,"Diakon | Asuminen, Siivous, Kotihoito, Terveys, Juhla ja Hautaus",DiakonSiivous,
lvi-sasto.com,C_ads_ok_site,S2_advertiser,plumbing,keywords,0.5,,,False,,True,True,10898295442,False,,False,False,1,False,False,False,False,False,wordpress,1499,LVI-Sasto hallitsee talotekniikan ratkaisut -LVI-suunnittelu ja -konsultointi,LVI-Sasto Oy,
suunnos.fi,A_ads_weak_site,S2_advertiser,plumbing,keywords,0.5,,,False,,True,True,AW-16468309045,False,,False,False,2,False,False,False,True,True,webflow,2809,Suunnos Oy | Käytännönläheistä LVI-suunnittelua.,Suunnos Oy,
terwaisannointi.fi,C_ads_ok_site,S2_advertiser,,none,0.0,,,False,,True,True,17862441500,False,,False,False,0,False,False,False,False,False,wordpress,1760,Isännöintipalvelu Terwa - Paikallista isännöintiä Oulussa,Isännöintipalvelu Terwa Oy,
siivoussolina.fi,B_ads_no_conv_tracking,S2_advertiser,cleaning,keywords,0.5,,,False,,True,False,,False,,False,False,1,False,False,False,False,True,wordpress,4001,"Siivousfirma, siivouspalvelu, kotisiivous &amp; siivousapu Jyväskylä",Palokan Kotipalvelu,
tuplaluuta.fi,C_ads_ok_site,S2_advertiser,cleaning,keywords,0.5,,,False,,True,True,AW-17877514920 AW-18158037686,False,,False,False,1,False,False,False,False,False,wordpress,2165,Yritys- ja taloyhtiösiivouksiin erikoistunut Tupla-Luuta Oy,Siivouspalvelu Tupla-Luuta Oy,
pikkuapu.fi,A_ads_weak_site,S2_advertiser,cleaning,keywords,0.5,,klarna,False,,True,True,AW-465935583,False,,False,False,2,False,False,False,True,True,,2974,Pikkuapu – Joskus sitä tarvitsee,Pikkuapu,
lvisuunnittelucenter.fi,C_ads_ok_site,S2_advertiser,hvac,keywords,0.65,,,False,,True,True,AW-16854716242,False,,False,False,0,False,False,False,False,False,wordpress,1601,LVI-suunnittelu I LVI-suunnitelmat yli 60 vuoden kokemuksella,LVI-suunnittelu Center Oy,
suomenputkitaso.fi,C_ads_ok_site,S2_advertiser,,none,0.0,vilkas_epages,,False,,True,True,16520897814,False,,False,False,0,False,False,False,False,False,,2007,Viemäriremontti Keski-Suomi | Suunnittelu- ja konsultointi,Suomen Putkitaso Oy,
teljanet.fi,C_ads_ok_site,S2_advertiser,hvac,keywords,0.65,,,False,,True,True,AW-11559969210,False,,False,False,1,False,False,False,False,True,wordpress,3117,Ilmalämpöpumppu Pori ja Satakunta - Teljän Energia- ja Kiinteistötekniikka,Teljän Energiatekniikka,
piirosto.fi,C_ads_ok_site,S2_advertiser,plumbing,keywords,0.5,,klarna,False,,True,True,AW-465935583,False,,False,False,0,False,False,False,False,False,wordpress,2360,Etusivu,Piirosto Oy,
spm-tekniikka.fi,C_ads_ok_site,S2_advertiser,,none,0.0,,klarna,False,,True,True,AW-465935583,False,,False,False,0,False,False,False,False,False,,2294,www.Suomen Pumppaamo-Muovitekniikka Oy.fi,Suomen Pumppaamo-Muovitekniikka Oy,
paloturvasuunnittelu.fi,C_ads_ok_site,S2_advertiser,restaurant,keywords,0.5,woocommerce,,False,,True,True,AW-10835045638,False,,True,False,1,False,False,False,False,True,wordpress,3586,Paloturvallisuuden asiantuntija | Paloturvasuunnittelu Block Oy,Paloturvasuunnittelu Block Oy,
putkimaailma.fi,C_ads_ok_site,S2_advertiser,plumbing,keywords,0.5,,,False,,True,True,AW-853662337 AW-956124103,False,,False,False,1,False,False,False,False,True,wordpress,3085,Insinööritoimisto Putkimaailma Oy | LVI-suunnittelu ja -saneeraus,Insinööritoimisto Putkimaailma Oy,
maanrakennuspajunen.fi,C_ads_ok_site,S2_advertiser,laundry,keywords,0.5,vilkas_epages,,False,,True,True,AW-641039574,False,,False,False,0,False,False,False,False,False,,1843,Maanrakennustyöt Mikkeli | Vuosikymmenten kokemuksella,Maanrakennus Pajunen,
cleanii.fi,C_ads_ok_site,S2_advertiser,cleaning,keywords,0.5,,,False,,True,True,AW-17441218665 AW-373686335,False,,True,False,0,False,False,False,False,False,wordpress,2253,"CLEANii koti- ja siivouspalvelu - Vantaa, Helsinki, Espoo",CLEANii koti- ja siivouspalvelu,
alitustekniikka.fi,C_ads_ok_site,S2_advertiser,,none,0.0,,,False,,True,True,AW-359351665,False,,False,False,1,False,False,False,False,True,wordpress,3313,Suomen Alitustekniikka Oy &#8211; Kaivamattoman tekniikan ammattilainen,Suomen Alitustekniikka Oy,
isojoo.fi,C_ads_ok_site,S2_advertiser,cleaning,keywords,0.5,vilkas_epages,,False,,True,True,10869412461,False,,False,False,1,False,False,False,False,True,,2941,"Siivouspalvelu pääkaupunkiseudulla | Isojoo | alkaen 32,37 €/h",IsoJoo! -palvelut,
vaaratek.fi,C_ads_ok_site,S2_advertiser,plumbing,keywords,0.5,vilkas_epages,,False,,True,True,AW-17438894513,False,,False,False,1,False,False,False,False,True,,3014,Vaaratek LVI-suunnittelupalvelut,Vaaratek,
vsenergiatalo.fi,C_ads_ok_site,S2_advertiser,hvac,schema_org,0.95,,,False,,True,True,AW-18051076474,False,,False,False,1,False,False,False,False,True,wordpress,10889,V-S Energiatalo Oy - Ilmanvaihdon ammattilainen Turun alueella,V-S Energiatalo Oy,
arvojes.fi,A_ads_weak_site,S2_advertiser,cleaning,keywords,0.5,woocommerce,,False,,True,True,AW-810529044,False,,False,False,2,False,False,False,True,True,wordpress,7944,Siivouspalvelut Oulu | Kotisiivous ja pihatyöt Oulun seudulla,Siivouspalvelu - Arvojes Oy,
puhtosin.fi,C_ads_ok_site,S3_chat_switcher,cleaning,keywords,0.5,,,False,tawk,True,True,AW-426104027,False,,False,False,0,False,False,False,False,False,wordpress,426,Etusivu - Puhtosin - Siivouspalveluja kotitalouksille ja yrityksille,Puhtosin Oy,
nasinsiivous.fi,C_ads_ok_site,S2_advertiser,cleaning,keywords,0.5,,,False,,True,True,AW-448014080,False,,False,False,1,False,False,False,False,True,wordpress,2883,Laadukkaita siivouspalveluita Pirkanmaalla - Näsin Siivous,Näsin Siivous Tmi,
safai.fi,C_ads_ok_site,S2_advertiser,cleaning,keywords,0.5,,,False,,True,True,AW-17485331144,False,,False,False,1,False,False,False,False,True,nextjs,3576,Siivouspalvelu Tampere - Safai,Safai Siivouspalvelut,
cleanspot.fi,C_ads_ok_site,S2_advertiser,cleaning,keywords,0.5,,,False,,True,True,AW-1063964695,False,,False,False,1,False,False,False,False,True,wordpress,3333,Kotisiivous pääkaupunkiseudulla – Clean Spot Oy,Clean Spot Oy,
tasolaiset.fi,C_ads_ok_site,S2_advertiser,cleaning,keywords,0.5,,,False,,True,True,AW-442950384,False,,False,False,0,False,False,False,False,False,wordpress,2060,Siivouspalvelut yrityksille ja kiinteistöille | Tasolaiset Oy,Tasolaiset Tampere Oy,
tehoplus.fi,C_ads_ok_site,S2_advertiser,cleaning,keywords,0.5,woocommerce,,False,,True,True,11206814445,False,,False,False,0,False,False,False,False,False,wordpress,1402,Siivouspalvelu Teho+ - Siivouspalvelu Turku,Siivouspalvelu teho+,
yrityssiivoushelsinki.fi,C_ads_ok_site,S2_advertiser,cleaning,keywords,0.5,,,False,,True,True,AW-10994749307,False,,False,False,1,False,False,False,False,True,,3215,"Yrityssiivous Helsinki, Espoo, Vantaa - toimistosiivous - Siivouspalvelu Kari Toivonen -",Siivouspalvelu Kari Toivonen,
siivouseliitti.fi,C_ads_ok_site,S2_advertiser,cleaning,keywords,0.5,woocommerce,,False,,True,True,AW-695839320,False,,False,False,1,False,False,False,False,True,wordpress,6798,Kotisiivous Espoo - Siivous Eliitti,Siivous Eliitti- Kotisiivous Ullanlinna,
vapaa-aika.com,C_ads_ok_site,S1_webshop,cleaning,keywords,0.5,mycashflow,paytrail klarna mobilepay,True,,True,True,AW-1068703484,False,,False,False,1,False,False,False,False,True,,3120,Etusivu | vapaa-aika.com,vapaa-aika.com,
trinomi.fi,C_ads_ok_site,S2_advertiser,cleaning,keywords,0.5,,,False,,True,True,340339799,False,,False,False,1,False,False,False,False,True,,4246,Etusivu - Trinomi Siivouspalvelut,Trinomi Siivouspalvelut,
jmlaatuisannointi.fi,A_ads_weak_site,S2_advertiser,,none,0.0,,,False,,False,False,,True,,False,False,3,False,True,False,False,True,wordpress,2623,JM Laatuisännöinti Oy &#8211; Laatua kiinteistönne parhaaksi. Isännöintiä Pohjois-Savossa.,JM Laatuisännöinti Oy,
wb-sails.fi,A_ads_weak_site,S1_webshop,,none,0.0,woocommerce,,True,,False,False,,True,,False,False,2,False,False,False,True,False,wordpress,2177,Laatu alkaa suunnittelusta │ WB-Sails,WB-Sails Oy,
veneva.fi,C_ads_ok_site,S2_advertiser,,none,0.0,,klarna,False,,True,True,AW-465935583,False,,False,False,0,False,False,False,False,False,,2456,Veneveistamo-veneva,Veneveistämö VeneVa,
lit.fi,C_ads_ok_site,S2_advertiser,,none,0.0,,,False,,False,False,,True,,False,False,1,False,False,False,False,True,wordpress,4942,Lahden Isännöitsijätoimisto Oy - Asumisen asialla – Lahti,Lahden Isännöitsijätoimisto Oy,
akkuteho.fi,A_ads_weak_site,S2_advertiser,,none,0.0,,klarna,False,,False,False,,True,894792137276539,False,False,2,False,False,False,False,True,,4156,Akku-Teho Marine Oy - Kaikkea veneilyyn,Akku-Teho Marine Oy,
siivouspalvelutloytty.fi,A_ads_weak_site,S2_advertiser,cleaning,keywords,0.5,,,False,,False,False,,True,,False,False,2,False,False,False,True,True,wordpress,3656,Siivouspalveluita Vantaan lähialueilla - Sii­vous­pal­ve­lut Löyt­ty,Siivouspalvelut Löytty,
tenyhtio.fi,C_ads_ok_site,S2_advertiser,cleaning,keywords,0.5,,,False,,True,True,AW-17762796288,False,,False,False,1,False,False,False,False,True,wordpress,8103,TEN-yhtiö Oy - Siivouspalvelut kotiin Lahdessa ja lähikunnissa,TEN-Yhtiö Oy,
duosiivouspalvelut.fi,C_ads_ok_site,S2_advertiser,cleaning,keywords,0.5,,,False,,True,True,11031476787,False,,False,False,1,False,False,False,False,True,wordpress,4378,Duo Siivouspalvelut – Luotettavat ja paikalliset siivouspalvelut,Pirkanmaan Duo siivouspalvelut Oy,
greenvibe.fi,C_ads_ok_site,S2_advertiser,cleaning,keywords,0.5,,,False,,True,True,AW-16853601912,False,,False,False,1,False,False,False,False,True,wordpress,2559,GreenVibe – Ekologista ja luotettavaa siivouspalvelua,GreenVibe Palvelut Oy,
talokompassi.fi,C_ads_ok_site,S2_advertiser,accounting,keywords,0.5,,,False,,False,False,,True,,False,False,1,False,False,False,False,True,squarespace,3504,"TaloKompassi Oy - Isännöintiä Helsingissä, Espoossa ja Vantaalla!TaloKompassi Oy - Isännöintiä alueella Helsinki, Espoo ",Talokompassi Oy,
marnela.com,C_ads_ok_site,S1_webshop,hvac,keywords,0.5,woocommerce,paytrail,True,,True,True,994460485,False,,False,False,1,False,False,False,False,True,wordpress,4170,Marnela - jo vuodesta 1968,Safety At Sea Finland Marnela Oy Ltd,
siivousystavat.fi,C_ads_ok_site,S2_advertiser,cleaning,keywords,0.5,,,False,,False,False,,True,,False,False,0,False,False,False,False,False,,2247,"Siivous, muuttosiivous, ylläpitosiivous | Tampere | Siivousystävät",Siivousystävät,
